service_id,service_date,month,city,service_center,vehicle_model,vehicle_age_years,mileage_km,service_type,complaint_category,warranty_status,parts_cost_inr,labor_cost_inr,total_bill_inr,turnaround_hours,customer_rating,repeat_visit_30d,technician_experience_years,payment_mode
SRV-00666,2025-09-12,Sep,Pune,Hadapsar Workshop,Taigun,3.8,43464,Repair,Electrical,Under Warranty,4070,2330,7550,18.4,4.2,No,2,Credit Card
SRV-00667,2025-11-09,Nov,Pune,Hadapsar Workshop,Virtus,2.6,36234,Scheduled Maintenance,General Service,Under Warranty,1150,1520,3150,11.7,4.5,No,6,UPI
SRV-00668,2025-11-14,Nov,Pune,Baner Auto Care,Taigun,2.8,36579,Repair,Electrical,Under Warranty,5590,3150,10310,10.8,4.5,No,4,UPI
SRV-00669,2025-06-10,Jun,Pune,Hadapsar Workshop,Taigun,2.7,42850,Recall,Electrical,Under Warranty,270,690,1130,8.4,4.4,No,4,Cash
SRV-00670,2025-07-23,Jul,Nashik,Ambad Service Hub,Virtus,3.4,46543,Emergency,Engine,Under Warranty,7880,4710,14860,23.3,3.1,Yes,9,Cash
SRV-00671,2025-07-20,Jul,Pune,Hadapsar Workshop,Virtus,6.1,46332,Scheduled Maintenance,Brakes,Out of Warranty,9070,3180,14460,10.6,4.3,No,2,Credit Card
SRV-00672,2025-10-02,Oct,Mumbai,Andheri Service Hub,Tiguan,6.8,70315,Scheduled Maintenance,General Service,Out of Warranty,4800,3900,10270,5.1,4.1,Yes,3,UPI
SRV-00673,2025-02-14,Feb,Pune,Baner Auto Care,Polo,6.2,46478,Scheduled Maintenance,General Service,Out of Warranty,3250,2560,6860,1.7,4.8,No,5,Credit Card
SRV-00674,2025-05-16,May,Pune,Wakad Service Hub,Virtus,2.4,30853,Repair,General Service,Under Warranty,2920,3340,7390,12.8,4.7,No,3,UPI
SRV-00675,2025-04-15,Apr,Mumbai,Andheri Service Hub,Tiguan,7.6,91005,Scheduled Maintenance,General Service,Out of Warranty,5370,2000,8700,3.9,5.0,No,7,Credit Card
SRV-00676,2025-10-09,Oct,Mumbai,Navi Mumbai Workshop,Taigun,1.7,28731,Scheduled Maintenance,General Service,Under Warranty,1370,1710,3630,3.6,4.7,No,7,Credit Card
SRV-00677,2025-07-20,Jul,Pune,Baner Auto Care,Virtus,0.8,9799,Scheduled Maintenance,General Service,Out of Warranty,3820,1800,6630,7.4,4.5,No,3,Credit Card
SRV-00678,2025-08-26,Aug,Nagpur,Hingna Service Hub,Tiguan,3.5,37847,Repair,Air Conditioning,Out of Warranty,13250,5830,22510,15.7,4.3,No,2,Net Banking
SRV-00679,2025-01-13,Jan,Pune,Wakad Service Hub,Polo,1.7,16301,Repair,Brakes,Under Warranty,4470,2640,8390,19.8,4.0,No,10,UPI
SRV-00680,2025-10-24,Oct,Mumbai,Thane Auto Care,Tiguan,7.7,100885,Repair,Brakes,Out of Warranty,17960,4330,26300,14.7,4.5,No,8,UPI
SRV-00681,2025-02-08,Feb,Pune,Baner Auto Care,Taigun,8.2,113627,Emergency,Air Conditioning,Out of Warranty,20810,5750,31340,28.1,3.6,No,4,Credit Card
SRV-00682,2025-04-20,Apr,Nagpur,Hingna Service Hub,Vento,4.6,32175,Repair,Engine,Out of Warranty,12640,6530,22620,16.8,4.2,No,12,UPI
SRV-00683,2025-03-14,Mar,Pune,Wakad Service Hub,Vento,3.1,30286,Scheduled Maintenance,Electrical,Under Warranty,1320,1480,3300,9.8,4.6,No,7,Debit Card
SRV-00684,2025-05-11,May,Nashik,College Road Auto Care,Polo,3.3,51989,Scheduled Maintenance,General Service,Out of Warranty,2880,2480,6320,3.7,4.6,No,3,UPI
SRV-00685,2025-08-20,Aug,Nashik,College Road Auto Care,Virtus,4.2,51695,Recall,Air Conditioning,Under Warranty,310,710,1200,7.3,3.6,Yes,6,UPI
SRV-00686,2025-08-07,Aug,Nagpur,Wardha Road Auto Care,Taigun,3.4,41520,Recall,Electrical,Out of Warranty,1080,980,2430,9.0,4.4,No,1,UPI
SRV-00687,2025-07-26,Jul,Nashik,Ambad Service Hub,Virtus,4.7,46346,Inspection,Electrical,Out of Warranty,1870,1500,3980,6.9,4.1,No,4,UPI
SRV-00688,2025-02-18,Feb,Nashik,College Road Auto Care,Vento,3.2,57820,Inspection,General Service,Under Warranty,400,1090,1760,1.0,4.3,No,5,Cash
SRV-00689,2025-08-26,Aug,Nagpur,Hingna Service Hub,Virtus,2.8,37216,Emergency,Engine,Under Warranty,5380,3660,10670,27.8,3.8,No,6,UPI
SRV-00690,2025-04-28,Apr,Pune,Hadapsar Workshop,Vento,6.7,69056,Inspection,Engine,Out of Warranty,2440,1860,5070,6.7,4.0,No,3,Credit Card
SRV-00691,2025-05-16,May,Pune,Wakad Service Hub,Taigun,5.1,71286,Repair,Engine,Out of Warranty,19950,4430,28770,22.8,3.8,No,6,UPI
SRV-00692,2025-12-08,Dec,Mumbai,Andheri Service Hub,Tiguan,2.5,31325,Scheduled Maintenance,General Service,Under Warranty,1630,2010,4300,3.0,4.8,No,5,Debit Card
SRV-00693,2025-07-15,Jul,Mumbai,Navi Mumbai Workshop,Polo,4.0,61964,Scheduled Maintenance,General Service,Out of Warranty,3410,2160,6570,1.0,5.0,No,11,Debit Card
SRV-00694,2025-11-29,Nov,Pune,Baner Auto Care,Virtus,3.9,28417,Scheduled Maintenance,General Service,Under Warranty,1260,1520,3280,1.0,5.0,No,9,Credit Card
SRV-00695,2025-10-01,Oct,Nagpur,Wardha Road Auto Care,Virtus,6.3,91684,Recall,Engine,Out of Warranty,1640,1450,3650,10.1,4.6,No,6,Debit Card
SRV-00696,2025-11-05,Nov,Nagpur,Hingna Service Hub,Virtus,5.9,78984,Scheduled Maintenance,Electrical,Out of Warranty,7080,2850,11720,6.4,4.9,No,15,Net Banking
SRV-00697,2025-08-14,Aug,Pune,Baner Auto Care,Vento,9.8,96148,Recall,Engine,Under Warranty,470,720,1400,7.7,4.6,No,9,UPI
SRV-00698,2025-04-15,Apr,Nagpur,Hingna Service Hub,Polo,7.4,99121,Scheduled Maintenance,Electrical,Under Warranty,1710,1280,3530,6.5,4.9,No,8,Net Banking
SRV-00699,2025-05-21,May,Nashik,College Road Auto Care,Vento,8.8,133123,Repair,Tyres/Suspension,Out of Warranty,11610,4970,19560,17.1,4.4,No,4,UPI
SRV-00700,2025-08-21,Aug,Pune,Hadapsar Workshop,Polo,5.7,42898,Inspection,General Service,Out of Warranty,1180,1320,2950,2.9,4.7,No,6,Debit Card
SRV-00701,2025-10-29,Oct,Mumbai,Thane Auto Care,Virtus,1.9,20410,Inspection,General Service,Under Warranty,410,680,1290,1.2,4.5,No,12,UPI
SRV-00702,2025-07-28,Jul,Mumbai,Navi Mumbai Workshop,Vento,5.8,60607,Recall,General Service,Out of Warranty,630,1200,2160,2.6,5.0,No,14,Cash
SRV-00703,2025-10-29,Oct,Pune,Hadapsar Workshop,Tiguan,1.4,17982,Scheduled Maintenance,General Service,Under Warranty,2410,1180,4240,2.0,5.0,No,3,UPI
SRV-00704,2025-08-18,Aug,Nagpur,Hingna Service Hub,Virtus,8.3,113675,Repair,Air Conditioning,Out of Warranty,17450,5340,26890,17.2,4.2,No,8,Credit Card
SRV-00705,2025-04-08,Apr,Pune,Hadapsar Workshop,Taigun,1.1,20526,Repair,Air Conditioning,Under Warranty,4000,4060,9510,13.7,4.5,No,2,Debit Card
SRV-00706,2025-04-08,Apr,Pune,Baner Auto Care,Taigun,3.2,47868,Emergency,Engine,Out of Warranty,22400,4810,32110,26.5,4.5,No,6,Net Banking
SRV-00707,2025-11-17,Nov,Pune,Hadapsar Workshop,Virtus,2.8,38715,Scheduled Maintenance,General Service,Out of Warranty,3710,2280,7070,3.8,4.9,No,3,Cash
SRV-00708,2025-11-29,Nov,Nashik,Ambad Service Hub,Polo,9.2,120259,Scheduled Maintenance,General Service,Out of Warranty,3220,1600,5690,8.7,4.3,No,7,UPI
SRV-00709,2025-03-15,Mar,Mumbai,Thane Auto Care,Virtus,4.2,78796,Recall,General Service,Under Warranty,300,610,1070,6.1,5.0,No,5,Cash
SRV-00710,2025-04-06,Apr,Mumbai,Andheri Service Hub,Tiguan,4.8,59201,Scheduled Maintenance,Air Conditioning,Under Warranty,2800,1440,5000,9.2,4.5,No,5,UPI
SRV-00711,2025-02-13,Feb,Pune,Hadapsar Workshop,Tiguan,2.8,56125,Scheduled Maintenance,Air Conditioning,Under Warranty,1850,980,3340,4.7,4.7,No,12,UPI
SRV-00712,2025-04-01,Apr,Nashik,College Road Auto Care,Tiguan,3.5,47882,Inspection,General Service,Under Warranty,380,1020,1650,3.6,5.0,No,6,UPI
SRV-00713,2025-08-30,Aug,Nagpur,Wardha Road Auto Care,Polo,11.4,108496,Repair,General Service,Under Warranty,3080,4940,9460,10.1,4.7,No,9,UPI
SRV-00714,2025-05-14,May,Pune,Hadapsar Workshop,Virtus,2.7,33633,Repair,Brakes,Under Warranty,3760,2950,7920,13.5,4.3,No,7,Cash
SRV-00715,2025-05-04,May,Mumbai,Andheri Service Hub,Tiguan,2.1,36782,Inspection,Electrical,Under Warranty,590,840,1690,6.5,4.4,No,5,Cash
SRV-00716,2025-01-27,Jan,Nashik,Ambad Service Hub,Taigun,2.8,39851,Scheduled Maintenance,Brakes,Under Warranty,1540,1560,3660,6.2,4.2,No,5,Credit Card
SRV-00717,2025-06-05,Jun,Nagpur,Hingna Service Hub,Taigun,3.0,23912,Repair,Brakes,Out of Warranty,12390,5630,21260,15.9,4.4,No,5,Credit Card
SRV-00718,2025-06-29,Jun,Nagpur,Wardha Road Auto Care,Vento,13.1,134074,Repair,Brakes,Out of Warranty,9750,7240,20050,17.7,3.7,No,5,Credit Card
SRV-00719,2025-04-27,Apr,Pune,Baner Auto Care,Taigun,6.9,86247,Inspection,Tyres/Suspension,Out of Warranty,2840,1600,5240,9.5,4.1,No,10,Credit Card
SRV-00720,2025-12-11,Dec,Pune,Wakad Service Hub,Virtus,3.0,37199,Scheduled Maintenance,General Service,Under Warranty,1010,1300,2730,7.3,4.9,No,5,UPI
SRV-00721,2025-10-23,Oct,Pune,Hadapsar Workshop,Virtus,2.2,34129,Scheduled Maintenance,General Service,Out of Warranty,6420,2990,11100,1.4,4.6,No,11,Debit Card
SRV-00722,2025-07-07,Jul,Pune,Hadapsar Workshop,Polo,12.9,138113,Inspection,Engine,Out of Warranty,1590,1800,4000,8.6,4.8,No,6,UPI
SRV-00723,2025-06-01,Jun,Mumbai,Navi Mumbai Workshop,Virtus,6.0,89939,Scheduled Maintenance,General Service,Under Warranty,1550,1310,3370,4.6,4.6,No,4,Debit Card
SRV-00724,2025-03-15,Mar,Mumbai,Thane Auto Care,Tiguan,3.0,21012,Repair,Electrical,Under Warranty,3570,2760,7470,20.6,3.6,No,7,UPI
SRV-00725,2025-05-20,May,Nashik,College Road Auto Care,Polo,5.0,59878,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,6110,2380,10020,7.6,4.8,No,6,Cash
SRV-00726,2025-06-14,Jun,Nagpur,Hingna Service Hub,Polo,7.4,119330,Scheduled Maintenance,General Service,Out of Warranty,1940,1970,4610,10.1,5.0,No,4,Credit Card
SRV-00727,2025-02-02,Feb,Mumbai,Andheri Service Hub,Taigun,6.2,74064,Emergency,Engine,Out of Warranty,23410,8910,38140,24.7,4.1,No,13,Net Banking
SRV-00728,2025-03-01,Mar,Mumbai,Thane Auto Care,Taigun,5.9,101067,Repair,Air Conditioning,Under Warranty,4490,2900,8720,15.7,4.2,No,4,Cash
SRV-00729,2025-09-25,Sep,Mumbai,Thane Auto Care,Taigun,4.4,58347,Repair,Electrical,Out of Warranty,16520,3160,23220,15.4,4.3,No,8,Credit Card
SRV-00730,2025-03-03,Mar,Mumbai,Navi Mumbai Workshop,Taigun,2.1,10642,Scheduled Maintenance,General Service,Under Warranty,1230,1140,2800,1.0,4.9,No,2,Net Banking
SRV-00731,2025-12-02,Dec,Nagpur,Hingna Service Hub,Polo,6.2,70513,Scheduled Maintenance,Brakes,Under Warranty,1270,1450,3210,4.9,4.5,No,2,UPI
SRV-00732,2025-03-04,Mar,Nashik,College Road Auto Care,Taigun,1.9,25972,Repair,Tyres/Suspension,Under Warranty,5220,2110,8650,14.3,4.4,No,9,Net Banking
SRV-00733,2025-04-08,Apr,Nashik,College Road Auto Care,Tiguan,2.2,25162,Repair,Engine,Under Warranty,6250,2930,10830,16.8,4.4,No,6,Net Banking
SRV-00734,2025-11-06,Nov,Pune,Baner Auto Care,Tiguan,2.9,34696,Repair,Electrical,Under Warranty,6860,3470,12190,16.6,4.5,No,9,UPI
SRV-00735,2025-01-03,Jan,Nagpur,Wardha Road Auto Care,Virtus,0.8,12036,Scheduled Maintenance,General Service,Under Warranty,1060,2070,3690,4.1,5.0,No,3,Debit Card
SRV-00736,2025-01-27,Jan,Pune,Wakad Service Hub,Polo,8.6,103668,Emergency,Electrical,Out of Warranty,16170,10730,31740,28.9,3.6,No,2,UPI
SRV-00737,2025-02-13,Feb,Pune,Baner Auto Care,Polo,6.1,77112,Repair,Engine,Out of Warranty,15540,5260,24540,18.4,3.1,Yes,4,Net Banking
SRV-00738,2025-11-25,Nov,Nashik,Ambad Service Hub,Virtus,6.8,76479,Scheduled Maintenance,General Service,Out of Warranty,3440,3300,7950,1.6,5.0,No,4,Debit Card
SRV-00739,2025-02-03,Feb,Nagpur,Hingna Service Hub,Polo,7.1,109865,Scheduled Maintenance,General Service,Out of Warranty,2200,2880,5990,5.6,5.0,No,3,Cash
SRV-00740,2025-04-05,Apr,Pune,Hadapsar Workshop,Vento,4.9,63203,Scheduled Maintenance,General Service,Under Warranty,1150,1290,2880,1.0,4.5,No,8,UPI
SRV-00741,2025-12-15,Dec,Mumbai,Navi Mumbai Workshop,Taigun,5.1,34847,Scheduled Maintenance,General Service,Out of Warranty,4000,2310,7450,1.0,4.8,No,9,UPI
SRV-00742,2025-06-17,Jun,Mumbai,Thane Auto Care,Taigun,0.5,9389,Inspection,Brakes,Under Warranty,660,910,1850,1.0,4.4,No,8,Debit Card
SRV-00743,2025-03-27,Mar,Nashik,Ambad Service Hub,Virtus,1.8,29814,Repair,Brakes,Under Warranty,3760,3120,8120,13.4,4.5,No,6,Cash
SRV-00744,2025-05-30,May,Mumbai,Andheri Service Hub,Tiguan,6.4,80169,Repair,Electrical,Out of Warranty,16080,4250,23990,14.8,4.2,No,6,UPI
SRV-00745,2025-02-05,Feb,Pune,Baner Auto Care,Virtus,2.5,30569,Scheduled Maintenance,Brakes,Under Warranty,1160,1250,2840,7.7,4.2,No,4,Cash
SRV-00746,2025-07-17,Jul,Pune,Wakad Service Hub,Polo,9.6,154146,Repair,Air Conditioning,Under Warranty,4980,4100,10710,16.4,4.3,No,9,Cash
SRV-00747,2025-02-24,Feb,Pune,Hadapsar Workshop,Vento,9.8,95816,Scheduled Maintenance,General Service,Out of Warranty,4220,3050,8580,5.0,4.8,No,6,Net Banking
SRV-00748,2025-11-08,Nov,Pune,Hadapsar Workshop,Polo,4.5,54121,Inspection,General Service,Under Warranty,400,870,1500,1.3,4.9,No,5,Cash
SRV-00749,2025-06-02,Jun,Nagpur,Wardha Road Auto Care,Vento,3.5,36916,Repair,Electrical,Out of Warranty,13650,4830,21810,17.6,4.3,No,2,UPI
SRV-00750,2025-10-26,Oct,Pune,Baner Auto Care,Virtus,2.2,21844,Scheduled Maintenance,General Service,Under Warranty,1240,1610,3360,5.7,4.8,No,3,Credit Card
SRV-00751,2025-08-10,Aug,Nagpur,Wardha Road Auto Care,Polo,9.2,153578,Inspection,Brakes,Out of Warranty,1150,2810,4670,7.1,4.7,No,4,Credit Card
SRV-00752,2025-03-08,Mar,Nagpur,Wardha Road Auto Care,Polo,6.4,62378,Scheduled Maintenance,Air Conditioning,Out of Warranty,3830,2400,7350,12.5,4.8,No,5,Debit Card
SRV-00753,2025-02-28,Feb,Nashik,Ambad Service Hub,Vento,3.7,54716,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,3320,2670,7070,6.6,4.6,No,1,UPI
SRV-00754,2025-08-17,Aug,Mumbai,Navi Mumbai Workshop,Virtus,3.2,21249,Scheduled Maintenance,Engine,Out of Warranty,5560,2250,9220,8.9,4.5,No,2,Debit Card
SRV-00755,2025-05-31,May,Mumbai,Andheri Service Hub,Taigun,3.4,50359,Repair,Engine,Under Warranty,6390,3660,11860,13.0,4.0,Yes,12,UPI
SRV-00756,2025-02-17,Feb,Pune,Baner Auto Care,Virtus,1.8,33324,Scheduled Maintenance,General Service,Under Warranty,1430,1320,3240,3.5,4.4,No,3,UPI
SRV-00757,2025-07-01,Jul,Nashik,Ambad Service Hub,Virtus,0.1,500,Inspection,General Service,Out of Warranty,1340,1520,3370,4.3,4.7,No,2,UPI
SRV-00758,2025-12-01,Dec,Mumbai,Thane Auto Care,Virtus,3.3,58611,Emergency,Air Conditioning,Under Warranty,8300,3610,14050,20.1,3.6,Yes,9,Cash
SRV-00759,2025-12-13,Dec,Pune,Baner Auto Care,Taigun,0.1,5150,Scheduled Maintenance,Brakes,Under Warranty,2220,2010,4990,9.1,4.7,No,7,Credit Card
SRV-00760,2025-11-23,Nov,Mumbai,Thane Auto Care,Virtus,3.0,27316,Recall,Electrical,Under Warranty,510,880,1640,12.1,4.7,No,3,Cash
SRV-00761,2025-04-09,Apr,Pune,Baner Auto Care,Virtus,2.4,32365,Repair,Engine,Under Warranty,5000,2750,9140,19.5,3.9,No,4,Net Banking
SRV-00762,2025-02-20,Feb,Nashik,College Road Auto Care,Virtus,2.9,40136,Inspection,General Service,Out of Warranty,1120,1900,3560,3.7,5.0,No,1,Debit Card
SRV-00763,2025-06-03,Jun,Pune,Wakad Service Hub,Polo,5.6,59242,Inspection,Air Conditioning,Out of Warranty,950,1180,2510,5.4,5.0,No,6,UPI
SRV-00764,2025-10-30,Oct,Nagpur,Hingna Service Hub,Vento,5.2,37230,Scheduled Maintenance,General Service,Out of Warranty,3370,3970,8660,2.2,5.0,No,7,Credit Card
SRV-00765,2025-03-19,Mar,Mumbai,Andheri Service Hub,Virtus,3.5,36964,Repair,Tyres/Suspension,Out of Warranty,13150,4540,20870,14.1,4.7,No,7,UPI
SRV-00766,2025-07-22,Jul,Mumbai,Thane Auto Care,Taigun,0.1,500,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,6170,2180,9850,7.8,4.7,No,5,Credit Card
SRV-00767,2025-05-03,May,Nashik,College Road Auto Care,Taigun,2.1,26697,Repair,Brakes,Under Warranty,2740,2180,5810,14.3,4.1,No,3,Net Banking
SRV-00768,2025-09-14,Sep,Mumbai,Thane Auto Care,Tiguan,3.6,44950,Scheduled Maintenance,Brakes,Out of Warranty,7300,2830,11950,7.3,5.0,No,4,UPI
SRV-00769,2025-09-28,Sep,Nashik,College Road Auto Care,Taigun,0.1,500,Inspection,Air Conditioning,Under Warranty,420,1030,1710,6.4,5.0,No,4,Debit Card
SRV-00770,2025-04-07,Apr,Nashik,Ambad Service Hub,Polo,4.5,69035,Repair,Tyres/Suspension,Out of Warranty,9650,4290,16450,13.1,4.4,No,8,Credit Card
SRV-00771,2025-03-27,Mar,Pune,Hadapsar Workshop,Tiguan,0.9,22792,Scheduled Maintenance,Electrical,Under Warranty,1680,980,3140,8.0,4.6,No,3,Credit Card
SRV-00772,2025-05-31,May,Pune,Baner Auto Care,Vento,5.4,55076,Repair,Air Conditioning,Out of Warranty,18920,6550,30050,16.8,4.3,No,3,Cash
SRV-00773,2025-06-18,Jun,Nagpur,Wardha Road Auto Care,Virtus,2.9,39250,Scheduled Maintenance,Electrical,Under Warranty,1220,1420,3120,12.1,4.5,No,6,Credit Card
SRV-00774,2025-09-08,Sep,Mumbai,Andheri Service Hub,Virtus,5.7,56195,Emergency,Engine,Out of Warranty,18780,5870,29090,26.1,3.7,No,10,Credit Card
SRV-00775,2025-01-25,Jan,Nagpur,Hingna Service Hub,Tiguan,3.0,49166,Repair,Brakes,Under Warranty,6820,2920,11490,13.3,3.7,No,15,Net Banking
SRV-00776,2025-09-08,Sep,Nashik,College Road Auto Care,Virtus,5.2,83011,Repair,Brakes,Out of Warranty,18740,5300,28370,13.5,4.5,No,15,UPI
SRV-00777,2025-02-10,Feb,Pune,Baner Auto Care,Taigun,4.2,52589,Scheduled Maintenance,General Service,Out of Warranty,3620,3160,8000,5.3,4.9,No,7,Cash
SRV-00778,2025-05-09,May,Pune,Hadapsar Workshop,Taigun,6.8,99182,Repair,Engine,Out of Warranty,18640,4460,27260,19.1,4.1,No,4,Credit Card
SRV-00779,2025-07-11,Jul,Nagpur,Wardha Road Auto Care,Taigun,0.1,7249,Emergency,Tyres/Suspension,Out of Warranty,44580,4210,57570,23.8,4.2,No,10,Credit Card
SRV-00780,2025-03-30,Mar,Nashik,College Road Auto Care,Taigun,2.8,39206,Repair,Air Conditioning,Under Warranty,3090,3050,7250,15.8,4.8,No,10,Debit Card
SRV-00781,2025-12-05,Dec,Mumbai,Thane Auto Care,Virtus,5.2,62481,Repair,Air Conditioning,Out of Warranty,12710,7240,23540,13.9,3.9,No,5,Credit Card
SRV-00782,2025-10-28,Oct,Pune,Baner Auto Care,Taigun,0.7,15587,Recall,General Service,Under Warranty,250,510,900,6.1,4.6,No,9,Cash
SRV-00783,2025-10-17,Oct,Pune,Wakad Service Hub,Tiguan,6.5,89969,Emergency,Electrical,Out of Warranty,18880,7870,31560,19.7,4.1,No,9,UPI
SRV-00784,2025-04-19,Apr,Pune,Wakad Service Hub,Tiguan,2.8,47249,Repair,Engine,Out of Warranty,15110,4840,23540,21.8,3.0,No,8,Net Banking
SRV-00785,2025-04-12,Apr,Pune,Hadapsar Workshop,Vento,4.6,64099,Repair,General Service,Under Warranty,3820,3440,8570,8.6,4.7,No,7,UPI
SRV-00786,2025-06-04,Jun,Pune,Hadapsar Workshop,Virtus,3.4,54658,Scheduled Maintenance,General Service,Under Warranty,1840,1690,4170,2.8,5.0,No,4,Cash
SRV-00787,2025-11-11,Nov,Mumbai,Thane Auto Care,Tiguan,2.8,28353,Scheduled Maintenance,Brakes,Under Warranty,2970,1700,5510,8.8,4.6,No,8,UPI
SRV-00788,2025-07-12,Jul,Pune,Wakad Service Hub,Taigun,3.0,27406,Emergency,Brakes,Out of Warranty,31520,6770,45180,25.3,4.0,No,5,UPI
SRV-00789,2025-12-17,Dec,Pune,Baner Auto Care,Tiguan,5.3,94194,Scheduled Maintenance,Electrical,Out of Warranty,3650,2070,6750,12.0,4.4,No,4,Debit Card
SRV-00790,2025-11-12,Nov,Mumbai,Thane Auto Care,Virtus,0.1,11939,Scheduled Maintenance,General Service,Under Warranty,990,1110,2480,3.5,5.0,No,2,Credit Card
SRV-00791,2025-08-23,Aug,Mumbai,Andheri Service Hub,Taigun,3.7,47605,Emergency,Tyres/Suspension,Out of Warranty,22520,5650,33240,27.7,3.8,No,6,Net Banking
SRV-00792,2025-02-10,Feb,Pune,Baner Auto Care,Polo,8.9,127350,Inspection,Air Conditioning,Out of Warranty,1260,2280,4180,2.2,5.0,No,8,Credit Card
SRV-00793,2025-04-05,Apr,Nagpur,Wardha Road Auto Care,Taigun,1.2,7577,Scheduled Maintenance,General Service,Under Warranty,870,1510,2810,3.4,4.9,No,4,Cash
SRV-00794,2025-09-30,Sep,Nashik,Ambad Service Hub,Polo,5.1,52190,Scheduled Maintenance,Air Conditioning,Out of Warranty,4950,2480,8770,6.1,4.4,No,8,UPI
SRV-00795,2025-02-27,Feb,Pune,Hadapsar Workshop,Virtus,0.1,6202,Scheduled Maintenance,Tyres/Suspension,Under Warranty,1340,920,2670,3.6,4.7,No,5,Debit Card
SRV-00796,2025-05-23,May,Nagpur,Wardha Road Auto Care,Tiguan,3.5,44102,Inspection,General Service,Out of Warranty,1450,1830,3870,1.0,5.0,No,1,Debit Card
SRV-00797,2025-08-01,Aug,Nashik,College Road Auto Care,Tiguan,4.7,38236,Scheduled Maintenance,General Service,Under Warranty,1730,1860,4240,2.7,4.9,No,4,Debit Card
SRV-00798,2025-02-19,Feb,Pune,Wakad Service Hub,Tiguan,5.5,71670,Scheduled Maintenance,General Service,Out of Warranty,4150,2240,7540,2.8,5.0,No,8,UPI
SRV-00799,2025-07-11,Jul,Pune,Hadapsar Workshop,Virtus,2.0,32409,Inspection,Tyres/Suspension,Out of Warranty,1180,970,2540,2.9,3.7,No,5,Net Banking
SRV-00800,2025-07-29,Jul,Mumbai,Navi Mumbai Workshop,Virtus,3.0,44969,Emergency,Tyres/Suspension,Out of Warranty,20010,7360,32300,23.1,2.9,Yes,7,UPI
SRV-00801,2025-05-18,May,Nagpur,Hingna Service Hub,Tiguan,4.3,48990,Scheduled Maintenance,General Service,Under Warranty,1630,1330,3490,9.4,4.4,No,3,Net Banking
SRV-00802,2025-10-25,Oct,Nagpur,Wardha Road Auto Care,Virtus,3.3,52795,Repair,General Service,Under Warranty,2770,2770,6540,10.7,4.7,No,8,UPI
SRV-00803,2025-10-14,Oct,Pune,Wakad Service Hub,Taigun,1.1,16275,Inspection,Engine,Under Warranty,990,730,2030,9.8,5.0,No,5,Credit Card
SRV-00804,2025-04-12,Apr,Pune,Baner Auto Care,Polo,5.3,56936,Repair,Electrical,Out of Warranty,11070,5050,19020,14.9,4.9,No,8,Debit Card
SRV-00805,2025-11-08,Nov,Nashik,Ambad Service Hub,Vento,7.5,86924,Inspection,Air Conditioning,Out of Warranty,970,2360,3930,5.0,4.5,No,3,UPI
SRV-00806,2025-05-20,May,Pune,Baner Auto Care,Virtus,2.1,12948,Scheduled Maintenance,General Service,Under Warranty,720,2380,3660,5.2,4.8,No,5,Debit Card
SRV-00807,2025-06-20,Jun,Pune,Wakad Service Hub,Virtus,0.9,10021,Inspection,Brakes,Under Warranty,390,1040,1690,6.6,4.4,No,6,UPI
SRV-00808,2025-10-12,Oct,Nashik,College Road Auto Care,Virtus,6.9,87396,Scheduled Maintenance,General Service,Out of Warranty,3970,2480,7610,1.2,4.7,No,9,UPI
SRV-00809,2025-07-09,Jul,Nagpur,Hingna Service Hub,Polo,13.4,158948,Repair,Brakes,Out of Warranty,9610,5980,18400,12.9,4.2,No,9,Net Banking
SRV-00810,2025-09-15,Sep,Nagpur,Hingna Service Hub,Vento,4.8,71489,Emergency,Engine,Out of Warranty,24790,6020,36360,31.8,3.8,No,4,Net Banking
SRV-00811,2025-08-16,Aug,Pune,Baner Auto Care,Vento,5.1,59664,Repair,Electrical,Out of Warranty,10710,5370,18970,13.1,4.0,No,17,UPI
SRV-00812,2025-05-18,May,Pune,Hadapsar Workshop,Virtus,7.2,90530,Repair,Engine,Out of Warranty,13720,4540,21550,21.1,4.1,No,1,UPI
SRV-00813,2025-10-14,Oct,Mumbai,Thane Auto Care,Virtus,2.1,25462,Scheduled Maintenance,General Service,Out of Warranty,4130,2970,8380,3.5,4.9,No,6,UPI
SRV-00814,2025-11-18,Nov,Mumbai,Andheri Service Hub,Taigun,3.1,62577,Inspection,General Service,Out of Warranty,1240,1500,3230,1.6,5.0,No,3,UPI
SRV-00815,2025-10-12,Oct,Nagpur,Hingna Service Hub,Polo,4.6,27120,Inspection,General Service,Under Warranty,450,930,1630,1.7,4.7,No,9,Cash
SRV-00816,2025-06-20,Jun,Mumbai,Thane Auto Care,Polo,9.2,79922,Repair,Engine,Under Warranty,4580,3450,9480,14.1,3.4,Yes,15,UPI
SRV-00817,2025-11-18,Nov,Pune,Wakad Service Hub,Taigun,3.4,40066,Scheduled Maintenance,General Service,Out of Warranty,5830,2440,9760,8.3,5.0,No,6,Cash
SRV-00818,2025-06-24,Jun,Nagpur,Wardha Road Auto Care,Vento,5.5,75546,Scheduled Maintenance,General Service,Under Warranty,880,1790,3150,5.6,5.0,No,3,Credit Card
